time,1_pct,10_pct,20_pct,30_pct,40_pct,50_pct,60_pct,70_pct,80_pct,90_pct,99_pct,actual
201912311550,-0.307046459218042,-0.118759583798687,-0.070672210548178,-0.0415559366530627,-0.0191192403288517,0,0.0210501048338236,0.0432793639834902,0.073414579271481,0.122477016195776,0.320221414050476,-0.126597540390649
201912311545,-0.231584337942978,-0.105570190732329,-0.0589350536305993,-0.0319069418358669,-0.00692444084508419,0.00319050505694761,0.0163905066791862,0.0438423675756258,0.0736346979098193,0.106667902246585,0.270972907535637,-0.258248604915754
201912311540,-0.243421087098886,-0.114420254105112,-0.0716794495018238,-0.0432922472737416,-0.0246931000423286,-0.00733935474484595,0.00913909705721542,0.028137661277116,0.0529735838395173,0.0984207501553265,0.364521874087315,-0.195541650371539
201912311535,-0.24819408591657,-0.0877433148096328,-0.0597913622441948,-0.0418885445597455,-0.0173851690648993,0,0.0202403176770286,0.0430050879809505,0.0740983102370874,0.103492639839584,0.254079726458434,0.047578896651414
201912311530,-0.24819408591657,-0.0877433148096328,-0.0597913622441948,-0.0418885445597455,-0.0173851690648993,0,0.0202403176770286,0.0430050879809505,0.0740983102370874,0.103492639839584,0.254079726458434,0.0391236306729422
201912311525,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0301041603949734
201912311520,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.033115573350982
201912311515,-0.0175764020811946,-0.00866413221186535,0.00123838986516715,0.00816586294873958,0.0121182870388519,0.0160707111289643,0.0368785764761988,0.0576864418234333,0.0817050779599601,0.108934484885779,0.133440951119016,-0.0421280693307614
201912311510,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0210691066698751
201912311505,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.0331115860449757
201912311500,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0361054278493214
201912311455,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0270839602768678
201912311450,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.00300887618474226
201912311445,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0300842358603989
201912311440,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0511247443762658
201912311435,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0541223164351455
201912311430,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0240529164161278
201912311425,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0120257350730625
201912311420,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.0120279047390006
201912311415,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.0442141166350324
201912311410,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.0692083170342786
201912311405,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.0580835439990491
201912311400,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0.00902798675894454
201912311355,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,-0.0180538003249691
201912311350,-0.52543681174976,-0.181436024376695,-0.101080697268293,-0.0556891232520906,-0.0236789333574876,0,0.0265698343813667,0.059300725898081,0.101783608063879,0.179318589360437,0.5373933856085,0
